CEP;CHAVE;UF;TIPO;TITULO;PREPOSICAO;NOME;BAIRRO1;BAIRRO2;LIMINFPAR;LIMINFIMPA;LIMSUPPAR;LIMSUPIMPA;FLAGS;LADOS
1133010;01000;SP;R;BARONESA;;DE PORTO CARREIRO;BOM RETIRO;;0;0;99999999;99999999;0;17
1133020;01000;SP;AV;DR;;ABRAAO RIBEIRO;BOM RETIRO;;0;0;99999999;99999999;0;17
1133030;01000;SP;R;;;LAVIERO ABONDANZA;BOM RETIRO;;0;0;99999999;99999999;0;17
1133040;01000;SP;R;;;EDUARDO VIANA;BOM RETIRO;;0;0;99999999;99999999;0;17
1133050;01000;SP;R;DR;;FRANCISCO HARTUNG;BOM RETIRO;;0;0;99999999;99999999;0;17
1133060;01000;SP;PONTE;;DA;CASA VERDE;BOM RETIRO;;0;0;99999999;99999999;0;17
1133070;01000;SP;PC;;;TORQUATO TASSO NETTO;BOM RETIRO;;0;0;99999999;99999999;0;17
1133080;01000;SP;R;PROF;;JOAQUIM MONTEIRO DE CARVALHO;BOM RETIRO;;0;0;99999999;99999999;0;17
1133090;01000;SP;PC;;;JOSE DA COSTA BOUCINHAS;BOM RETIRO;;0;0;99999999;99999999;0;17
1133100;01000;SP;PC;;;NICOLAU DE MORAIS BARROS FILHO;BOM RETIRO;;0;0;99999999;99999999;0;17
1134000;01000;SP;AV;;;RUDGE;BOM RETIRO;;0;0;99999999;0;0;15
1134010;01000;SP;R;;;SALESOPOLIS;BOM RETIRO;;0;0;99999999;99999999;0;17
1134020;01000;SP;R;;;GUARIPOCABA;BOM RETIRO;;0;0;99999999;99999999;0;17
1134030;01000;SP;PC;;;CARLOS ANTONIO CORDEIRO;BOM RETIRO;;0;0;99999999;99999999;0;17
1134040;01000;SP;R;;;UBATIM;BOM RETIRO;;0;0;99999999;99999999;0;17
1134050;01000;SP;R;;;DORACI;BOM RETIRO;;0;0;99999999;99999999;0;17
1134060;01000;SP;R;;;VILA DO CONDE;BOM RETIRO;;0;0;99999999;99999999;0;17
1134070;01000;SP;R;;;ANGELO DI SARNO;BOM RETIRO;;0;0;99999999;99999999;0;17
1134080;01000;SP;PC;PROF;;ANTONIO PERES RODRIGUES FILHO;BOM RETIRO;;0;0;99999999;99999999;0;17
1134901;01000;SP;AV;;;RUDGE;BARRA FUNDA;;700;700;700;700;6;34
1134902;01000;SP;AV;;;RUDGE;BARRA FUNDA;;810;810;810;810;6;34
1135000;01000;SP;R;;;ANHANGUERA;BARRA FUNDA;;0;0;99999999;99999999;0;17
1135010;01000;SP;R;;;BORACEA;BARRA FUNDA;;0;0;99999999;99999999;0;17
1135020;01000;SP;R;CONEGO;;VICENTE MIGUEL MARINO;BARRA FUNDA;;0;0;99999999;99999999;0;17
1135030;01000;SP;R;;;LUIGI GRECO;BARRA FUNDA;;0;0;99999999;99999999;0;17
1135040;01000;SP;R;;;ANGELO CATAPANO;BARRA FUNDA;;0;0;99999999;99999999;0;17
1135050;01000;SP;VIA DE PEDESTRE;;;DALMACIA;BARRA FUNDA;;0;0;99999999;99999999;0;17
1135060;01000;SP;VIA DE PEDESTRE;;;PROVENCA;BARRA FUNDA;;0;0;99999999;99999999;0;17
1136000;01000;SP;R;;DO;BOSQUE;BARRA FUNDA;;0;0;1160;1159;0;34
1136001;01000;SP;R;;DO;BOSQUE;BARRA FUNDA;;1162;1161;99999999;99999999;0;34
1136005;01000;SP;R;;;AMERICO DEL VENERI;VARZEA DA BARRA FUNDA;;0;0;99999999;99999999;0;17
1136010;01000;SP;R;;;JOAQUIM MANUEL DE MACEDO;BARRA FUNDA;;0;0;99999999;99999999;0;17
1136020;01000;SP;R;DR;;JOAO FAIRBANKS;BARRA FUNDA;;0;0;99999999;99999999;0;17
1136030;01000;SP;R;;;GASPAR RICARDO JR;BARRA FUNDA;;0;0;99999999;99999999;0;17
1136040;01000;SP;R;;;ALTIERI;BARRA FUNDA;;0;0;99999999;99999999;0;17
1137000;01000;SP;R;;;CRUZEIRO;BARRA FUNDA;;0;0;99999999;99999999;0;17
1137010;01000;SP;R;;;NORMA PIERUCCINI GIANNOTTI;BARRA FUNDA;;0;0;99999999;99999999;0;17
1137020;01000;SP;R;DR;;RIBEIRO DE ALMEIDA;BARRA FUNDA;;0;0;99999999;99999999;0;17
1137030;01000;SP;R;DR;;ROBERTO MERCATELLI;BARRA FUNDA;;0;0;99999999;99999999;0;17
1137040;01000;SP;R;PADRE;;LUIS ALVES DE SIQUEIRA;BARRA FUNDA;;0;0;99999999;99999999;0;17
1137045;01000;SP;PC;PADRE;;LUIS ALVES DE SIQUEIRA CASTRO;BARRA FUNDA;;0;0;99999999;99999999;0;17
1137050;01000;SP;AV;;;JOAQUIM DA ROCHA FERREIRA;BARRA FUNDA;;0;0;99999999;99999999;0;17
1137060;01000;SP;TV;;;SARDENHA;BARRA FUNDA;;0;0;99999999;99999999;0;17
1138000;01000;SP;R;;;JAMES HOLLAND;BARRA FUNDA;;0;0;99999999;99999999;0;17
1138010;01000;SP;R;;DOS;AMERICANOS;BARRA FUNDA;;0;0;99999999;99999999;0;17
1138020;01000;SP;R;;;SOLIMOES;BARRA FUNDA;;0;0;99999999;99999999;0;17
1138030;01000;SP;R;;;GERALDO BUONO;BARRA FUNDA;;0;0;99999999;99999999;0;17
1138040;01000;SP;R;;;LEONARDO JONES JR;BARRA FUNDA;;0;0;99999999;99999999;0;17
1138050;01000;SP;TV;;DOS;AMERICANOS;BARRA FUNDA;;0;0;99999999;99999999;0;17
1138901;01000;SP;R;;;JAMES HOLLAND;BARRA FUNDA;;575;575;575;575;6;34
1139000;01000;SP;AV;MARQUES;;DE SAO VICENTE;VARZEA DA BARRA FUNDA;;0;0;798;0;0;2
1139001;01000;SP;AV;MARQUES;;DE SAO VICENTE;VARZEA DA BARRA FUNDA;;0;0;0;799;0;32
1139002;01000;SP;AV;MARQUES;;DE SAO VICENTE;VARZEA DA BARRA FUNDA;;800;0;2198;0;0;2
1139003;01000;SP;AV;MARQUES;;DE SAO VICENTE;VARZEA DA BARRA FUNDA;;0;801;0;2199;0;32
1139010;01000;SP;R;;;JOSE GOMES FALCAO;PARQUE IND TOMAS EDSON;;0;0;99999999;99999999;0;17
1139020;01000;SP;R;;;INHAUMA;VARZEA DA BARRA FUNDA;;0;0;99999999;99999999;0;17
1139030;01000;SP;R;;;OSMAR ROSA;VARZEA DA BARRA FUNDA;;0;0;99999999;99999999;0;17
1139040;01000;SP;R;DR;;MOISES KAHAN;VARZEA DA BARRA FUNDA;;0;0;99999999;99999999;0;17
1139050;01000;SP;R;;;ADALBERTO KEMENY;PARQUE IND TOMAS EDSON;;0;0;99999999;99999999;0;17
1139060;01000;SP;PC;;;PASCOAL MARTINS;PARQUE IND TOMAS EDSON;;0;0;99999999;99999999;0;17
1139070;01000;SP;PC;;;LUIZ CARLOS MESQUITA;VARZEA DA BARRA FUNDA;;0;0;99999999;99999999;0;17
1139080;01000;SP;PC;;;IRIS MEIMBERG;PARQUE IND TOMAS EDSON;;0;0;99999999;99999999;0;17
1139090;01000;SP;PC;;;JOSE VIEIRA DE CARVALHO MESQUITA;PARQUE IND TOMAS EDSON;;0;0;99999999;99999999;0;17
1139901;01000;SP;AV;MARQUES;;DE SAO VICENTE;VARZEA DA BARRA FUNDA;;1213;1213;1213;1213;6;34
1139904;01000;SP;AV;MARQUES;;DE SAO VICENTE;VARZEA DA BARRA FUNDA;;1697;1697;1697;1697;6;34
1140000;01000;SP;AV;;;THOMAS EDISON;BARRA FUNDA;;0;0;508;507;0;34
1140001;01000;SP;AV;;;THOMAS EDISON;BARRA FUNDA;;510;509;99999999;99999999;0;34
1140010;01000;SP;R;;;MOISES KAUFFMANN;PARQUE IND TOMAS EDSON;;0;0;99999999;99999999;0;17
1140020;01000;SP;R;;;ZIMON LEIRNER;PARQUE IND TOMAS EDSON;;0;0;99999999;99999999;0;17
1140030;01000;SP;R;DR;;EDGARD THEOTONIO SANTANA;PARQUE IND TOMAS EDSON;;0;0;99999999;99999999;0;17
1140040;01000;SP;R;DR;;ALBERTO BARZAGHI;VARZEA DA BARRA FUNDA;;0;0;99999999;99999999;0;17
1140050;01000;SP;R;;;JOSEF KRYSS;PARQUE IND TOMAS EDSON;;0;0;99999999;99999999;0;17
1140060;01000;SP;AV;;;NICOLAS BOER;PARQUE IND TOMAS EDSON;;0;0;99999999;99999999;0;17
1140065;01000;SP;PONTE;;;JULIO DE MESQUITA NETO;PARQUE IND TOMAS EDSON;;0;0;99999999;99999999;0;17
1140070;01000;SP;R;DR;;BENTO TEOBALDO FERRAZ;VARZEA DA BARRA FUNDA;;0;0;99999999;99999999;0;17
1140080;01000;SP;R;;DA;VARZEA;VARZEA DA BARRA FUNDA;;0;0;99999999;99999999;0;17
1140090;01000;SP;R;;;JOSE ANTONIO MUNIZ;PARQUE IND TOMAS EDSON;;0;0;99999999;99999999;0;17
1140100;01000;SP;R;;;ASSIS;VARZEA DA BARRA FUNDA;;0;0;99999999;99999999;0;17
1140110;01000;SP;R;CAP;;MOR GONCALO MONTEIRO;VARZEA DA BARRA FUNDA;;0;0;99999999;99999999;0;17
1140120;01000;SP;R;;;JOSE SZAKALL;VARZEA DA BARRA FUNDA;;0;0;99999999;99999999;0;17
1140130;01000;SP;R;TEN;;ALBERTO SPICCIATI;VARZEA DA BARRA FUNDA;;0;0;99999999;99999999;0;17
1140140;01000;SP;PC;;;ORLANDO ZANFELICE JR;VARZEA DA BARRA FUNDA;;0;0;99999999;99999999;0;17
1140150;01000;SP;PONTE;;;JULIO DE MESQUITA;VARZEA DA BARRA FUNDA;;0;0;99999999;99999999;0;17
1140900;01000;SP;R;;;JOSEF KRYSS;PARQUE IND TOMAS EDSON;;46;46;46;46;6;34
1140901;01000;SP;R;;DA;VARZEA;VARZEA DA BARRA FUNDA;;240;240;240;240;6;34
1141000;01000;SP;R;;;RUBENS MEIRELES;VARZEA DA BARRA FUNDA;;0;0;99999999;99999999;0;17
1141010;01000;SP;R;;;ROBERT BOSCH;PARQUE IND TOMAS EDSON;;0;0;99999999;99999999;0;17
1141020;01000;SP;R;;;QUIRINO DOS SANTOS;VARZEA DA BARRA FUNDA;;0;0;99999999;99999999;0;17
1141030;01000;SP;AV;;;ORDEM E PROGRESSO;VARZEA DA BARRA FUNDA;;0;0;300;299;0;34
1141040;01000;SP;R;;;FEDERACAO PAULISTA DE FUTEBOL;VARZEA DA BARRA FUNDA;;0;0;99999999;99999999;0;17
1141050;01000;SP;R;;;HELIO DE BARROS;PARQUE IND TOMAS EDSON;;0;0;99999999;99999999;0;17
1141060;01000;SP;AV;;;ANTARTICA;PARQUE IND TOMAS EDSON;;0;0;300;299;0;34
1141070;01000;SP;R;;;RUBENS PORTA NOVA;PARQUE IND TOMAS EDSON;;0;0;99999999;99999999;0;17
1141080;01000;SP;R;;;WALFRIDO DE GRAMMONT;PARQUE IND TOMAS EDSON;;0;0;99999999;99999999;0;17
1141090;01000;SP;PONTE;;DO;LIMAO;VARZEA DA BARRA FUNDA;;0;0;99999999;99999999;0;17
1141900;01000;SP;AV;;;ANTARTICA;VARZEA DA BARRA FUNDA;;214;214;214;214;6;34
1141901;01000;SP;AV;;;ANTARTICA;BARRA FUNDA;;233;233;233;233;6;34
1142000;01000;SP;AV;PRES;;CASTELO BRANCO;PARQUE IND TOMAS EDSON;;0;0;99999999;99999999;0;17
1142100;01000;SP;AV;PRES;;CASTELO BRANCO;VARZEA DA BARRA FUNDA;;0;0;99999999;99999999;0;17
1142200;01000;SP;AV;PRES;;CASTELO BRANCO;BOM RETIRO;;0;0;99999999;99999999;0;17
1142300;01000;SP;AV;PRES;;CASTELO BRANCO;PONTE PEQUENA;;0;0;99999999;99999999;0;17
1144000;01000;SP;R;;;INOCENCIO TOBIAS;PARQUE IND TOMAS EDSON;;0;0;99999999;99999999;0;17
1144010;01000;SP;R;;;ACHILLES ORLANDO CURTOLO;PARQUE IND TOMAS EDSON;;0;0;99999999;99999999;0;17
1144020;01000;SP;R;;;JOSE DE OLIVEIRA COUTINHO;PARQUE IND TOMAS EDSON;;0;0;99999999;99999999;0;17
1144025;01000;SP;R;;DO;CANO;PARQUE IND TOMAS EDSON;;0;0;99999999;99999999;0;17
1144030;01000;SP;R;;;WILLY HEINRICH BORGHOFF;PARQUE IND TOMAS EDSON;;0;0;99999999;99999999;0;17
1144040;01000;SP;R;SAO;;GONCALO DO MONTE;PARQUE IND TOMAS EDSON;;0;0;99999999;99999999;0;17
1144050;01000;SP;R;;;ALFA;PARQUE IND TOMAS EDSON;;0;0;99999999;99999999;0;17
1144060;01000;SP;R;;;BETA;PARQUE IND TOMAS EDSON;;0;0;99999999;99999999;0;17
1144070;01000;SP;PC;;;FRANCISCO SERVAS;PARQUE IND TOMAS EDSON;;0;0;99999999;99999999;0;17
1144080;01000;SP;R;;;GUSTAV WILLI BORGHOFF;PARQUE IND TOMAS EDSON;;0;0;99999999;99999999;0;17
1144900;01000;SP;R;;;INOCENCIO TOBIAS;PARQUE IND TOMAS EDSON;;125;125;125;125;6;34
1145000;01000;SP;R;;;SILVA PORTO;VARZEA DA BARRA FUNDA;;0;0;99999999;99999999;0;17
1145010;01000;SP;R;;;VIZELA;VARZEA DA BARRA FUNDA;;0;0;99999999;99999999;0;17
1150000;01000;SP;AV;GAL;;OLIMPIO DA SILVEIRA;SANTA CECILIA;;0;0;99999999;0;0;15
1150001;01000;SP;AV;GAL;;OLIMPIO DA SILVEIRA;SANTA CECILIA;;0;0;0;99999999;0;240
1150010;01000;SP;PC;MAL;;DEODORO;SANTA CECILIA;;0;0;99999999;0;0;15
1150011;01000;SP;PC;MAL;;DEODORO;SANTA CECILIA;;0;0;0;99999999;0;240
1150020;01000;SP;VD;GAL;;OLIMPIO DA SILVEIRA;SANTA CECILIA;;0;0;99999999;99999999;0;17
1150901;01000;SP;AV;GAL;;OLIMPIO DA SILVEIRA;SANTA CECILIA;;190;190;190;190;6;34
1151000;01000;SP;R;BRIGADEIRO;;GALVAO;BARRA FUNDA;;0;0;99999999;99999999;0;17
1151010;01000;SP;R;;;OLIMPIA DE ALMEIDA PRADO;BARRA FUNDA;;0;0;99999999;99999999;0;17
1151020;01000;SP;R;;;OSCAR THOMPSON;BARRA FUNDA;;0;0;99999999;99999999;0;17
1151030;01000;SP;R;;;JOAO DE BARROS;BARRA FUNDA;;0;0;99999999;99999999;0;17
1151040;01000;SP;LARGO;BRIGADEIRO;;GALVAO;BARRA FUNDA;;0;0;99999999;99999999;0;17
1152000;01000;SP;R;;;BARRA FUNDA;BARRA FUNDA;;0;0;99999999;99999999;0;17
1152010;01000;SP;R;;;LOPES DE OLIVEIRA;BARRA FUNDA;;0;0;99999999;99999999;0;17
1153000;01000;SP;R;;;VITORINO CARMILO;BARRA FUNDA;;0;0;99999999;99999999;0;17
1153010;01000;SP;R;DR;;SERGIO MEIRA;BARRA FUNDA;;0;0;99999999;99999999;0;17
1153020;01000;SP;R;;;SOUSA LIMA;BARRA FUNDA;;0;0;99999999;99999999;0;17
1153030;01000;SP;R;;;CAMERINO;BARRA FUNDA;;0;0;99999999;99999999;0;17
1153040;01000;SP;R;;;CAPISTRANO DE ABREU;BARRA FUNDA;;0;0;99999999;99999999;0;17
1154000;01000;SP;R;CONSELHEIRO;;BROTERO;BARRA FUNDA;;0;0;650;0;0;2
1154001;01000;SP;R;CONSELHEIRO;;BROTERO;BARRA FUNDA;;0;0;0;649;0;32
1154010;01000;SP;R;;;LOPES CHAVES;BARRA FUNDA;;0;0;99999999;99999999;0;17
1154020;01000;SP;R;;;LAVRADIO;BARRA FUNDA;;0;0;99999999;99999999;0;17
1154025;01000;SP;PC;DOM;;ERNESTO DE PAULA;BARRA FUNDA;;0;0;99999999;99999999;0;17
1154030;01000;SP;R;;;MARGARIDA;BARRA FUNDA;;0;0;99999999;99999999;0;17
1154040;01000;SP;TV;;;CAMARAJIBE;BARRA FUNDA;;0;0;99999999;99999999;0;17
1154050;01000;SP;R;;;CAMARAJIBE;BARRA FUNDA;;0;0;99999999;99999999;0;17
1154060;01000;SP;R;;;MARIO DE ANDRADE;BARRA FUNDA;;0;0;99999999;99999999;0;17
1154070;01000;SP;PC;;;ANTONIO CANDIDO DE CAMARGO;BARRA FUNDA;;0;0;99999999;99999999;0;17
1154080;01000;SP;PC;;;VICENTE CELESTINO;BARRA FUNDA;;0;0;99999999;99999999;0;17
1154900;01000;SP;R;CONSELHEIRO;;BROTERO;BARRA FUNDA;;589;589;589;589;6;34
1155000;01000;SP;AV;;;PACAEMBU;BARRA FUNDA;;0;0;500;499;0;34
1155010;01000;SP;R;;;MARTA;BARRA FUNDA;;0;0;99999999;99999999;0;17
1155020;01000;SP;R;;;PARINTINS;BARRA FUNDA;;0;0;99999999;99999999;0;17
1155030;01000;SP;R;DONA;;ELISA;BARRA FUNDA;;0;0;99999999;99999999;0;17
1155040;01000;SP;AL;;;OLGA;BARRA FUNDA;;0;0;99999999;99999999;0;17
1155050;01000;SP;R;;;ELIANE APARECIDA DE GRAMMONT;BARRA FUNDA;;0;0;99999999;99999999;0;17
1155060;01000;SP;R;DR;;ALFREDO DE CASTRO;BARRA FUNDA;;0;0;99999999;99999999;0;17
1155070;01000;SP;R;;DO;CADETE;BARRA FUNDA;;0;0;99999999;99999999;0;17
1155080;01000;SP;VD;;;PACAEMBU;BARRA FUNDA;;0;0;99999999;99999999;0;17
1155900;01000;SP;AL;;;OLGA;BARRA FUNDA;;315;315;315;315;6;34
1155901;01000;SP;R;DONA;;ELISA;BARRA FUNDA;;150;150;150;150;6;34
1156000;01000;SP;R;;;TAGIPURU;BARRA FUNDA;;0;0;99999999;99999999;0;17
1156001;01000;SP;AV;;;AURO SOARES DE MOURA ANDRADE;BARRA FUNDA;;0;0;99999999;99999999;0;17
1156010;01000;SP;VILA;;;TAGIPURU;BARRA FUNDA;;0;0;99999999;99999999;0;17
1156020;01000;SP;R;;;UMBELINO BUENO DE CARVALHO;BARRA FUNDA;;0;0;99999999;99999999;0;17
1156030;01000;SP;R;;DAS;PERDIZES;BARRA FUNDA;;0;0;99999999;99999999;0;17
1156040;01000;SP;LARGO;PADRE;;PERICLES;BARRA FUNDA;;0;0;99999999;99999999;0;17
1156049;01000;SP;PASSARELA;;;ITALO BATALIOLA;BARRA FUNDA;;0;0;99999999;99999999;0;17
1156050;01000;SP;AV;DR;;ADOLPHO PINTO;BARRA FUNDA;;0;0;99999999;99999999;0;17
1156060;01000;SP;R;;;JULIO GONZALEZ;BARRA FUNDA;;0;0;99999999;99999999;0;17
1156080;01000;SP;R;DEPUTADO;;SALVADOR JULIANELLI;BARRA FUNDA;;0;0;99999999;99999999;0;17
1156100;01000;SP;R;;;FUAD NAUFEL;BARRA FUNDA;;0;0;99999999;99999999;0;17
1156110;01000;SP;R;;;WILFRIDES ALVES DE LIMA;BARRA FUNDA;;0;0;99999999;99999999;0;17
1156900;01000;SP;R;;;TAGIPURU;BARRA FUNDA;;235;235;235;235;6;34
1189900;01000;SP;R;;;JOSE PAULINO;BOM RETIRO;;226;226;226;226;6;34
1201000;01000;SP;R;BARAO;;DE CAMPINAS;CAMPOS ELISEOS;;0;0;99999999;0;0;15
1201001;01000;SP;R;BARAO;;DE CAMPINAS;CAMPOS ELISEOS;;0;0;0;99999999;0;240
1201010;01000;SP;R;DR;;CARVALHO DE MENDONCA;CAMPOS ELISEOS;;0;0;99999999;99999999;0;17
1201020;01000;SP;R;GAL;;JULIO MARCONDES SALGADO;CAMPOS ELISEOS;;0;0;99999999;99999999;0;17
1201030;01000;SP;R;;;APA;CAMPOS ELISEOS;;0;0;99999999;99999999;0;17
1201040;01000;SP;R;;;PIRINEUS;CAMPOS ELISEOS;;0;0;99999999;99999999;0;17
1201050;01000;SP;PC;;;OLAVO BILAC;CAMPOS ELISEOS;;0;0;99999999;99999999;0;17
1201060;01000;SP;R;;;ANA CINTRA;CAMPOS ELISEOS;;0;0;99999999;99999999;0;17
1201900;01000;SP;R;;;APA;CAMPOS ELISEOS;;83;83;83;83;6;34
1201901;01000;SP;R;BARAO;;DE CAMPINAS;CAMPOS ELISEOS;;305;305;305;305;6;34
1201902;01000;SP;R;BARAO;;DE CAMPINAS;CAMPOS ELISEOS;;715;715;715;715;6;34
1201903;01000;SP;PC;;;OLAVO BILAC;CAMPOS ELISEOS;;95;95;95;95;6;34
1201904;01000;SP;R;;;APA;CAMPOS ELISEOS;;165;165;165;165;6;34
1202000;01000;SP;AL;BARAO;;DE LIMEIRA;CAMPOS ELISEOS;;0;0;672;0;0;2
1202001;01000;SP;AL;BARAO;;DE LIMEIRA;CAMPOS ELISEOS;;0;0;0;671;0;32
1202002;01000;SP;AL;BARAO;;DE LIMEIRA;CAMPOS ELISEOS;;674;673;99999999;99999999;0;34
1202010;01000;SP;R;;;CHACARA DO CARVALHO;CAMPOS ELISEOS;;0;0;99999999;99999999;0;17
1202020;01000;SP;R;SAO;;MARTINHO;CAMPOS ELISEOS;;0;0;99999999;99999999;0;17
1202030;01000;SP;R;;;JOAO MONTEIRO;CAMPOS ELISEOS;;0;0;99999999;99999999;0;17
1202900;01000;SP;AL;BARAO;;DE LIMEIRA;CAMPOS ELISEOS;;401;401;401;401;6;34
1202901;01000;SP;AL;BARAO;;DE LIMEIRA;CAMPOS ELISEOS;;477;477;477;477;6;34
1202902;01000;SP;AL;BARAO;;DE LIMEIRA;CAMPOS ELISEOS;;539;539;539;539;6;34
1202903;01000;SP;AL;BARAO;;DE LIMEIRA;CAMPOS ELISEOS;;1022;1022;1022;1022;6;34
1203000;01000;SP;R;CONSELHEIRO;;NEBIAS;CAMPOS ELISEOS;;0;0;976;0;0;2
1203001;01000;SP;R;CONSELHEIRO;;NEBIAS;CAMPOS ELISEOS;;0;0;0;977;0;32
1203002;01000;SP;R;CONSELHEIRO;;NEBIAS;CAMPOS ELISEOS;;978;979;99999999;99999999;0;34
1203010;01000;SP;VILA;;;MINERVINA;CAMPOS ELISEOS;;0;0;99999999;99999999;0;17
1203900;01000;SP;R;CONSELHEIRO;;NEBIAS;CAMPOS ELISEOS;;14;14;14;14;6;34
1203902;01000;SP;R;CONSELHEIRO;;NEBIAS;CAMPOS ELISEOS;;1131;1131;1131;1131;6;34
1203903;01000;SP;R;CONSELHEIRO;;NEBIAS;CAMPOS ELISEOS;;1292;1292;1292;1292;6;34
1203904;01000;SP;R;CONSELHEIRO;;NEBIAS;CAMPOS ELISEOS;;1384;1384;1384;1384;6;34
1204000;01000;SP;R;;;GUAIANASES;CAMPOS ELISEOS;;0;0;520;519;0;34
1204001;01000;SP;R;;;GUAIANASES;CAMPOS ELISEOS;;522;521;99999999;99999999;0;34
1204010;01000;SP;R;GAL;;RONDON;CAMPOS ELISEOS;;0;0;99999999;99999999;0;17
1204900;01000;SP;R;;;GUAIANASES;CAMPOS ELISEOS;;1385;1385;1385;1385;6;34
1205000;01000;SP;AV;;;RIO BRANCO;CAMPOS ELISEOS;;0;0;0;781;0;32
1205001;01000;SP;AV;;;RIO BRANCO;CAMPOS ELISEOS;;0;783;0;99999999;0;32
1205010;01000;SP;R;DR;;ELIAS CHAVES;CAMPOS ELISEOS;;0;0;99999999;99999999;0;17
1205900;01000;SP;AV;;;RIO BRANCO;CAMPOS ELISEOS;;211;211;211;211;6;34
1205901;01000;SP;AV;;;RIO BRANCO;CAMPOS ELISEOS;;233;233;233;233;6;34
1205902;01000;SP;AV;;;RIO BRANCO;CAMPOS ELISEOS;;285;285;285;285;6;34
1205903;01000;SP;AV;;;RIO BRANCO;CAMPOS ELISEOS;;1269;1269;1269;1269;6;34
1205904;01000;SP;AV;;;RIO BRANCO;CAMPOS ELISEOS;;1437;1437;1437;1437;6;34
1205905;01000;SP;AV;;;RIO BRANCO;CAMPOS ELISEOS;;1489;1489;1489;1489;6;34
1206000;01000;SP;AV;;;RIO BRANCO;CAMPOS ELISEOS;;0;0;780;0;0;2
1206001;01000;SP;AV;;;RIO BRANCO;CAMPOS ELISEOS;;782;0;99999999;0;0;2
1206010;01000;SP;PC;PRINCESA;;ISABEL;CAMPOS ELISEOS;;0;0;99999999;99999999;0;17
1206901;01000;SP;AV;;;RIO BRANCO;CAMPOS ELISEOS;;620;620;620;620;6;34
1206902;01000;SP;AV;;;RIO BRANCO;CAMPOS ELISEOS;;736;736;736;736;6;34
1206904;01000;SP;AV;;;RIO BRANCO;CAMPOS ELISEOS;;1210;1210;1210;1210;6;34
1206905;01000;SP;AV;;;RIO BRANCO;CAMPOS ELISEOS;;1492;1492;1492;1492;6;34
1207000;01000;SP;R;SANTA;;IFIGENIA;SANTA EFIGENIA;;0;0;99999999;0;0;15
1207001;01000;SP;R;SANTA;;IFIGENIA;SANTA EFIGENIA;;0;0;0;99999999;0;240
1207010;01000;SP;LARGO;SANTA;;IFIGENIA;SANTA EFIGENIA;;0;0;99999999;99999999;0;17
1207900;01000;SP;R;SANTA;;IFIGENIA;SANTA EFIGENIA;;75;75;75;75;6;34
1208000;01000;SP;R;;DOS;ANDRADAS;SANTA EFIGENIA;;0;0;99999999;99999999;0;17
1208010;01000;SP;R;;DOS;TIMBIRAS;SANTA EFIGENIA;;0;0;99999999;99999999;0;17
1209000;01000;SP;R;;;AURORA;SANTA EFIGENIA;;0;0;99999999;0;0;15
1209001;01000;SP;R;;;AURORA;SANTA EFIGENIA;;0;0;0;99999999;0;240
1209010;01000;SP;PC;;;JULIO MESQUITA;SANTA EFIGENIA;;0;0;99999999;99999999;0;17
1209900;01000;SP;R;;;AURORA;SANTA EFIGENIA;;983;983;983;983;6;34
1210000;01000;SP;R;;;VITORIA;SANTA EFIGENIA;;0;0;99999999;0;0;15
1210001;01000;SP;R;;;VITORIA;SANTA EFIGENIA;;0;0;0;99999999;0;240
1210010;01000;SP;AV;;;VIEIRA DE CARVALHO;REPUBLICA;;0;0;99999999;99999999;0;17
1210901;01000;SP;AV;;;VIEIRA DE CARVALHO;REPUBLICA;;115;115;115;115;6;34
1210902;01000;SP;AV;;;VIEIRA DE CARVALHO;REPUBLICA;;172;172;172;172;6;34
1211000;01000;SP;AV;SAO;;JOAO;SANTA CECILIA;;1342;0;99999999;0;0;2
1211100;01000;SP;AV;SAO;;JOAO;SANTA CECILIA;;0;1341;0;99999999;0;32
1211900;01000;SP;AV;SAO;;JOAO;CAMPOS ELISEOS;;1588;1588;1588;1588;6;34
1212000;01000;SP;R;;DOS;GUSMOES;SANTA EFIGENIA;;0;0;99999999;99999999;0;17
1212010;01000;SP;R;;DO;TRIUNFO;SANTA EFIGENIA;;0;0;99999999;99999999;0;17
1212020;01000;SP;R;;DOS;PROTESTANTES;SANTA EFIGENIA;;0;0;99999999;99999999;0;17
1212030;01000;SP;R;GAL;;COUTO DE MAGALHAES;SANTA EFIGENIA;;0;0;99999999;99999999;0;17
1212900;01000;SP;R;;DOS;GUSMOES;SANTA EFIGENIA;;353;353;353;353;6;34
1212903;01000;SP;R;;DO;TRIUNFO;SANTA EFIGENIA;;134;134;134;134;6;34
1212904;01000;SP;R;;DO;TRIUNFO;SANTA EFIGENIA;;177;177;177;177;6;34
1212905;01000;SP;R;GAL;;COUTO DE MAGALHAES;SANTA EFIGENIA;;444;444;444;444;6;34
1213000;01000;SP;R;GAL;;OSORIO;SANTA EFIGENIA;;0;0;99999999;0;0;15
1213001;01000;SP;R;GAL;;OSORIO;SANTA EFIGENIA;;0;0;0;99999999;0;240
1213010;01000;SP;LARGO;GAL;;OSORIO;SANTA EFIGENIA;;0;0;99999999;99999999;0;17
1213900;01000;SP;R;GAL;;OSORIO;SANTA EFIGENIA;;590;590;590;590;6;34
1214000;01000;SP;AV;DUQUE;;DE CAXIAS;SANTA EFIGENIA;;0;0;99999999;0;0;15
