CEP;CHAVE;UF;TIPO;TITULO;PREPOSICAO;NOME;BAIRRO1;BAIRRO2;LIMINFPAR;LIMINFIMPA;LIMSUPPAR;LIMSUPIMPA;FLAGS;LADOS
1001000;01000;SP;PC;;DA;SE;SE;;0;0;0;99999999;0;240
1001001;01000;SP;PC;;DA;SE;SE;;0;0;99999999;0;0;15
1001010;01000;SP;R;;;FILIPE DE OLIVEIRA;SE;;0;0;99999999;99999999;0;17
1001900;01000;SP;PC;;DA;SE;SE;;108;108;108;108;6;34
1001901;01000;SP;PC;;DA;SE;SE;;371;371;371;371;6;34
1001902;01000;SP;PC;;DA;SE;SE;;385;385;385;385;6;34
1002000;01000;SP;R;;;DIREITA;SE;;0;0;99999999;0;0;15
1002001;01000;SP;R;;;DIREITA;SE;;0;0;0;99999999;0;240
1002010;01000;SP;PC;;DO;PATRIARCA;SE;;0;0;99999999;99999999;0;17
1002020;01000;SP;VD;;DO;CHA;CENTRO;;0;0;99999999;99999999;0;17
1002901;01000;SP;R;;;DIREITA;SE;;32;32;32;32;6;34
1002902;01000;SP;R;;;DIREITA;SE;;191;191;191;191;6;34
1002903;01000;SP;R;;;DIREITA;SE;;250;250;250;250;6;34
1003000;01000;SP;R;;;JOSE BONIFACIO;SE;;0;0;99999999;0;0;15
1003001;01000;SP;R;;;JOSE BONIFACIO;SE;;0;0;0;99999999;0;240
1003010;01000;SP;PC;OUVIDOR;;PACHECO E SILVA;SE;;0;0;99999999;99999999;0;17
1003900;01000;SP;R;;;JOSE BONIFACIO;SE;;24;24;24;24;6;34
1003901;01000;SP;R;;;JOSE BONIFACIO;SE;;93;93;93;93;6;34
1003902;01000;SP;R;;;JOSE BONIFACIO;SE;;209;209;209;209;6;34
1003903;01000;SP;R;;;JOSE BONIFACIO;SE;;250;250;250;250;6;34
1003904;01000;SP;R;;;JOSE BONIFACIO;SE;;278;278;278;278;6;34
1003905;01000;SP;R;;;JOSE BONIFACIO;SE;;367;367;367;367;6;34
1004000;01000;SP;R;BARAO;;DE PARANAPIACABA;SE;;0;0;99999999;99999999;0;17
1004010;01000;SP;R;;;QUINTINO BOCAIUVA;SE;;0;0;99999999;99999999;0;17
1004900;01000;SP;R;;;QUINTINO BOCAIUVA;SE;;71;71;71;71;6;34
1004901;01000;SP;R;;;QUINTINO BOCAIUVA;SE;;176;176;176;176;6;34
1004902;01000;SP;R;;;QUINTINO BOCAIUVA;SE;;191;191;191;191;6;34
1004903;01000;SP;R;;;QUINTINO BOCAIUVA;SE;;231;231;231;231;6;34
1004904;01000;SP;R;BARAO;;DE PARANAPIACABA;SE;;93;93;93;93;6;34
1005000;01000;SP;R;;;BENJAMIN CONSTANT;SE;;0;0;99999999;99999999;0;17
1005010;01000;SP;LARGO;SAO;;FRANCISCO;SE;;0;0;99999999;99999999;0;17
1005020;01000;SP;R;SAO;;FRANCISCO;SE;;0;0;99999999;99999999;0;17
1005030;01000;SP;R;;DO;OUVIDOR;SE;;0;0;99999999;99999999;0;17
1005900;01000;SP;R;;;BENJAMIN CONSTANT;SE;;153;153;153;153;6;34
1006000;01000;SP;R;SEN;;FEIJO;SE;;0;0;99999999;0;0;15
1006001;01000;SP;R;SEN;;FEIJO;SE;;0;0;0;99999999;0;240
1006010;01000;SP;R;SEN;;PAULO EGIDIO;SE;;0;0;99999999;99999999;0;17
1006020;01000;SP;R;;;CRISTOVAO COLOMBO;SE;;0;0;99999999;99999999;0;17
1006030;01000;SP;VD;BRIGADEIRO;;LUIZ ANTONIO;SE;;0;0;99999999;99999999;0;17
1006040;01000;SP;PC;;;PAULO ALFEU DE MONTEIRO DUARTE;SE;;0;0;99999999;99999999;0;17
1006900;01000;SP;R;SEN;;FEIJO;SE;;69;69;69;69;6;34
1006901;01000;SP;R;SEN;;FEIJO;SE;;143;143;143;143;6;34
1006903;01000;SP;R;SEN;;PAULO EGIDIO;SE;;15;15;15;15;6;34
1006904;01000;SP;R;SEN;;PAULO EGIDIO;SE;;72;72;72;72;6;34
1007000;01000;SP;R;;;RIACHUELO;SE;;0;0;99999999;99999999;0;17
1007010;01000;SP;R;DR;;FALCAO FILHO;CENTRO;;0;0;99999999;99999999;0;17
1007020;01000;SP;PC;;DA;BANDEIRA;CENTRO;;0;0;99999999;99999999;0;17
1007030;01000;SP;GALERIA;;;PRESTES MAIA;CENTRO;;0;0;99999999;99999999;0;17
1007040;01000;SP;PARQUE;;;ANHANGABAU;CENTRO;;0;0;99999999;99999999;0;17
1007050;01000;SP;PASSARELA;;;CARLOS DRUMMOND DE ANDRADE;CENTRO;;0;0;99999999;99999999;0;17
1007060;01000;SP;VD;DR;;EUSEBIO STEVAUX;CENTRO;;0;0;99999999;99999999;0;17
1007070;01000;SP;LARGO;;;FERNANDO GALLEGO;CENTRO;;0;0;99999999;99999999;0;17
1007080;01000;SP;PASSARELA;;DO;PIQUES;CENTRO;;0;0;99999999;99999999;0;17
1007900;01000;SP;R;DR;;FARIA PEREIRA;CENTRO;;56;56;56;56;6;34
1007901;01000;SP;R;;;RIACHUELO;SE;;44;44;44;44;6;34
1007904;01000;SP;R;;;RIACHUELO;SE;;115;115;115;115;6;34
1007905;01000;SP;R;;;RIACHUELO;SE;;20;20;20;20;6;34
1007906;01000;SP;R;;;RIACHUELO;SE;;231;231;231;231;6;34
1008000;01000;SP;R;;;LIBERO BADARO;CENTRO;;0;0;99999999;0;0;15
1008010;01000;SP;R;DR;;MIGUEL COUTO;CENTRO;;0;0;99999999;99999999;0;17
1008900;01000;SP;R;DR;;MIGUEL COUTO;CENTRO;;53;53;53;53;6;34
1008901;01000;SP;R;DR;;MIGUEL COUTO;CENTRO;;58;58;58;58;6;34
1008902;01000;SP;R;;;LIBERO BADARO;CENTRO;;92;92;92;92;6;34
1008903;01000;SP;R;;;LIBERO BADARO;CENTRO;;152;152;152;152;6;34
1008904;01000;SP;R;;;LIBERO BADARO;CENTRO;;158;158;158;158;6;34
1008905;01000;SP;R;;;LIBERO BADARO;CENTRO;;346;346;346;346;6;34
1008906;01000;SP;R;;;LIBERO BADARO;CENTRO;;504;504;504;504;6;34
1008908;01000;SP;R;;;LIBERO BADARO;CENTRO;;600;600;600;600;6;34
1009000;01000;SP;R;;;LIBERO BADARO;CENTRO;;0;0;0;99999999;0;240
1009901;01000;SP;R;;;LIBERO BADARO;CENTRO;;93;93;93;93;6;34
1009902;01000;SP;R;;;LIBERO BADARO;CENTRO;;101;101;101;101;6;34
1009903;01000;SP;R;;;LIBERO BADARO;CENTRO;;471;471;471;471;6;34
1009904;01000;SP;R;;;LIBERO BADARO;CENTRO;;633;633;633;633;6;34
1009905;01000;SP;R;;;LIBERO BADARO;CENTRO;;425;425;425;425;6;34
1009906;01000;SP;R;;;LIBERO BADARO;CENTRO;;377;377;377;377;6;34
1009907;01000;SP;R;;;LIBERO BADARO;CENTRO;;293;293;293;293;6;34
1009908;01000;SP;R;;;LIBERO BADARO;CENTRO;;73;73;73;73;6;34
1010000;01000;SP;R;SAO;;BENTO;CENTRO;;0;0;318;0;0;2
1010001;01000;SP;R;SAO;;BENTO;CENTRO;;320;0;99999999;0;0;2
1010010;01000;SP;PC;;;ANTONIO PRADO;CENTRO;;0;0;99999999;99999999;0;17
1010900;01000;SP;PC;;;ANTONIO PRADO;CENTRO;;33;33;33;33;6;34
1010901;01000;SP;PC;;;ANTONIO PRADO;CENTRO;;48;48;48;48;6;34
1010902;01000;SP;R;SAO;;BENTO;CENTRO;;290;290;290;290;6;34
1010903;01000;SP;R;SAO;;BENTO;CENTRO;;370;370;370;370;6;34
1010904;01000;SP;R;SAO;;BENTO;CENTRO;;398;398;398;398;6;34
1010905;01000;SP;R;SAO;;BENTO;CENTRO;;470;470;470;470;6;34
1011000;01000;SP;R;SAO;;BENTO;CENTRO;;0;0;0;319;0;32
1011100;01000;SP;R;SAO;;BENTO;CENTRO;;0;321;0;99999999;0;32
1011900;01000;SP;R;SAO;;BENTO;CENTRO;;59;59;59;59;6;34
1011901;01000;SP;R;SAO;;BENTO;CENTRO;;279;279;279;279;6;34
1011902;01000;SP;R;SAO;;BENTO;CENTRO;;329;329;329;329;6;34
1011903;01000;SP;R;SAO;;BENTO;CENTRO;;365;365;365;365;6;34
1011904;01000;SP;R;SAO;;BENTO;CENTRO;;545;545;545;545;6;34
1012000;01000;SP;R;;;ALVARES PENTEADO;CENTRO;;0;0;99999999;0;0;15
1012001;01000;SP;R;;;ALVARES PENTEADO;CENTRO;;0;0;0;99999999;0;240
1012010;01000;SP;R;;DA;QUITANDA;CENTRO;;0;0;99999999;99999999;0;17
1012020;01000;SP;LARGO;;DA;MISERICORDIA;CENTRO;;0;0;99999999;99999999;0;17
1012030;01000;SP;LARGO;;DO;CAFE;CENTRO;;0;0;99999999;99999999;0;17
1012900;01000;SP;R;;;ALVARES PENTEADO;CENTRO;;49;49;49;49;6;34
1012902;01000;SP;R;;;ALVARES PENTEADO;CENTRO;;180;180;180;180;6;34
1012904;01000;SP;R;;;ALVARES PENTEADO;CENTRO;;143;143;143;143;6;34
1012905;01000;SP;R;;;ALVARES PENTEADO;CENTRO;;151;151;151;151;6;34
1012907;01000;SP;R;;DA;QUITANDA;CENTRO;;96;96;96;96;6;34
1012908;01000;SP;R;;DA;QUITANDA;CENTRO;;113;113;113;113;6;34
1012909;01000;SP;LARGO;;DA;MISERICORDIA;CENTRO;;23;23;23;23;6;34
1013000;01000;SP;R;;;15 DE NOVEMBRO;CENTRO;;0;0;99999999;0;0;15
1013001;01000;SP;R;;;15 DE NOVEMBRO;CENTRO;;0;0;0;99999999;0;240
1013010;01000;SP;R;;DO;COMERCIO;CENTRO;;0;0;99999999;99999999;0;17
1013020;01000;SP;R;;DO;TESOURO;CENTRO;;0;0;99999999;99999999;0;17
1013901;01000;SP;R;;DO;TESOURO;CENTRO;;23;23;23;23;6;34
1013902;01000;SP;R;;DO;TESOURO;CENTRO;;47;47;47;47;6;34
1013903;01000;SP;R;;;15 DE NOVEMBRO;CENTRO;;150;150;150;150;6;34
1013904;01000;SP;R;;;15 DE NOVEMBRO;CENTRO;;184;184;184;184;6;34
1013905;01000;SP;R;;;15 DE NOVEMBRO;CENTRO;;200;200;200;200;6;34
1013907;01000;SP;R;;;15 DE NOVEMBRO;CENTRO;;306;306;306;306;6;34
1013909;01000;SP;R;;;15 DE NOVEMBRO;CENTRO;;165;165;165;165;6;34
1013910;01000;SP;R;;;15 DE NOVEMBRO;CENTRO;;164;164;164;164;6;34
1013913;01000;SP;R;;;15 DE NOVEMBRO;CENTRO;;269;269;269;269;6;34
1013914;01000;SP;R;;;15 DE NOVEMBRO;CENTRO;;233;233;233;233;6;34
1013915;01000;SP;R;;;15 DE NOVEMBRO;CENTRO;;212;212;212;212;6;34
1014000;01000;SP;R;;;BOA VISTA;CENTRO;;0;0;99999999;0;0;15
1014001;01000;SP;R;;;BOA VISTA;CENTRO;;0;0;0;99999999;0;240
1014010;01000;SP;R;;;JOAO BRICOLA;CENTRO;;0;0;99999999;99999999;0;17
1014020;01000;SP;R;;;3 DE DEZEMBRO;CENTRO;;0;0;99999999;99999999;0;17
1014030;01000;SP;VD;;;BOA VISTA;CENTRO;;0;0;99999999;99999999;0;17
1014900;01000;SP;R;;;JOAO BRICOLA;CENTRO;;24;24;24;24;6;34
1014901;01000;SP;R;;;BOA VISTA;CENTRO;;84;84;84;84;6;34
1014902;01000;SP;R;;;BOA VISTA;CENTRO;;162;162;162;162;6;34
1014903;01000;SP;R;;;BOA VISTA;CENTRO;;200;200;200;200;6;34
1014904;01000;SP;R;;;BOA VISTA;CENTRO;;208;208;208;208;6;34
1014905;01000;SP;R;;;BOA VISTA;CENTRO;;234;234;234;234;6;34
1014906;01000;SP;R;;;BOA VISTA;CENTRO;;230;230;230;230;6;34
1014907;01000;SP;R;;;BOA VISTA;CENTRO;;254;254;254;254;6;34
1014908;01000;SP;R;;;BOA VISTA;CENTRO;;280;280;280;280;6;34
1014909;01000;SP;R;;;BOA VISTA;CENTRO;;314;314;314;314;6;34
1014910;01000;SP;R;;;BOA VISTA;CENTRO;;356;356;356;356;6;34
1014911;01000;SP;R;;;BOA VISTA;CENTRO;;51;51;51;51;6;34
1014912;01000;SP;R;;;BOA VISTA;CENTRO;;75;75;75;75;6;34
1014913;01000;SP;R;;;BOA VISTA;CENTRO;;185;185;185;185;6;34
1014914;01000;SP;R;;;BOA VISTA;CENTRO;;209;209;209;209;6;34
1014915;01000;SP;R;;;BOA VISTA;CENTRO;;293;293;293;293;6;34
1014916;01000;SP;R;;;JOAO BRICOLA;CENTRO;;37;37;37;37;6;34
1014917;01000;SP;R;;;JOAO BRICOLA;CENTRO;;67;67;67;67;6;34
1014919;01000;SP;R;;;BOA VISTA;CENTRO;;176;176;176;176;6;34
1014920;01000;SP;R;;;BOA VISTA;CENTRO;;175;175;175;175;6;34
1014925;01000;SP;R;;;BOA VISTA;CENTRO;;162;162;162;162;6;34
1015000;01000;SP;R;GAL;;CARNEIRO;CENTRO;;0;0;99999999;99999999;0;17
1015010;01000;SP;PC;PADRE;;MANUEL DA NOBREGA;CENTRO;;0;0;99999999;99999999;0;17
1015020;01000;SP;PC;;;FERNANDO COSTA;CENTRO;;0;0;99999999;99999999;0;17
1015030;01000;SP;R;SAO;;NICOLAU;CENTRO;;0;0;99999999;99999999;0;17
1015040;01000;SP;R;;;MARIA BENEDITA;CENTRO;;0;0;99999999;99999999;0;17
1015050;01000;SP;R;;;LUIS TEIXEIRA;CENTRO;;0;0;99999999;99999999;0;17
1015060;01000;SP;R;;;HERCULES FLORENCE;CENTRO;;0;0;99999999;99999999;0;17
1015070;01000;SP;PARQUE;DOM;;PEDRO II;CENTRO;;502;0;99999999;0;0;2
1015080;01000;SP;R;;;FERNAO SALES;CENTRO;;0;0;99999999;99999999;0;17
1015090;01000;SP;VD;;;DIARIO POPULAR;CENTRO;;0;0;99999999;99999999;0;17
1015100;01000;SP;AV;;;EXTERIOR;CENTRO;;0;0;99999999;99999999;0;17
1015900;01000;SP;PC;PADRE;;MANUEL DA NOBREGA;CENTRO;;16;16;16;16;6;34
1015901;01000;SP;PC;PADRE;;MANUEL DA NOBREGA;CENTRO;;21;21;21;21;6;34
1016000;01000;SP;R;;;VENCESLAU BRAS;CENTRO;;0;0;99999999;99999999;0;17
1016010;01000;SP;R;IRMA;;SIMPLICIANA;CENTRO;;0;0;99999999;99999999;0;17
1016020;01000;SP;R;SANTA;;TERESA;CENTRO;;0;0;99999999;99999999;0;17
1016030;01000;SP;R;;;ANCHIETA;SE;;0;0;99999999;99999999;0;17
1016040;01000;SP;LARGO;;;PATIO DO COLEGIO;SE;;0;0;99999999;99999999;0;17
1016050;01000;SP;R;;;FLORIANO PEIXOTO;SE;;0;0;99999999;99999999;0;17
1016900;01000;SP;R;;;ANCHIETA;SE;;35;35;35;35;6;34
1017000;01000;SP;AV;;;RANGEL PESTANA;SE;;0;0;500;499;0;34
1017010;01000;SP;R;DR;;BETTENCOURT RODRIGUES;SE;;0;0;99999999;99999999;0;17
1017020;01000;SP;R;;;ROBERTO SIMONSEN;SE;;0;0;99999999;99999999;0;17
1017030;01000;SP;VD;;;MERCURIO;SE;;0;0;99999999;99999999;0;17
1017040;01000;SP;VD;;;25 DE MARCO;SE;;0;0;99999999;99999999;0;17
1017902;01000;SP;R;;;ROBERTO SIMONSEN;SE;;62;62;62;62;6;34
1017903;01000;SP;R;;;ROBERTO SIMONSEN;SE;;106;106;106;106;6;34
1017904;01000;SP;AV;;;RANGEL PESTANA;SE;;203;203;203;203;6;34
1017905;01000;SP;AV;;;RANGEL PESTANA;SE;;243;243;243;243;6;34
1017906;01000;SP;AV;;;RANGEL PESTANA;SE;;315;315;315;315;6;34
1017907;01000;SP;R;DR;;BETTENCOURT RODRIGUES;SE;;88;88;88;88;6;34
1017908;01000;SP;R;DR;;BETTENCOURT RODRIGUES;SE;;112;112;112;112;6;34
1017909;01000;SP;R;DR;;BETTENCOURT RODRIGUES;SE;;155;155;155;155;6;34
1017910;01000;SP;R;DR;;BETTENCOURT RODRIGUES;SE;;196;196;196;196;6;34
1017911;01000;SP;AV;;;RANGEL PESTANA;SE;;300;300;300;300;6;34
1018000;01000;SP;PC;;;CLOVIS BEVILAQUA;SE;;0;0;99999999;0;0;15
1018001;01000;SP;PC;;;CLOVIS BEVILAQUA;SE;;0;0;0;99999999;0;240
1018010;01000;SP;R;;;11 DE AGOSTO;SE;;0;0;99999999;99999999;0;17
1018020;01000;SP;R;;;ANITA GARIBALDI;SE;;0;0;99999999;99999999;0;17
1019000;01000;SP;R;;;SILVEIRA MARTINS;SE;;0;0;99999999;99999999;0;17
1019010;01000;SP;R;;DAS;FLORES;SE;;0;0;99999999;99999999;0;17
1019020;01000;SP;R;;DO;CARMO;SE;;0;0;99999999;99999999;0;17
1019030;01000;SP;R;;;JOAQUIM DOS SANTOS ANDRADE;SE;;0;0;99999999;99999999;0;17
1019040;01000;SP;R;;;ALCIDES BEZERRA;SE;;0;0;99999999;99999999;0;17
1019900;01000;SP;R;;DO;CARMO;SE;;171;171;171;171;6;34
1020000;01000;SP;R;;;TABATINGUERA;SE;;2;0;99999999;0;0;2
1020001;01000;SP;R;;;TABATINGUERA;SE;;0;0;0;99999999;0;240
1020010;01000;SP;R;;DAS;CARMELITAS;SE;;0;0;99999999;99999999;0;17
1020020;01000;SP;R;;;NIOAC;SE;;0;0;99999999;99999999;0;17
1020030;01000;SP;R;;;FREDERICO ALVARENGA;SE;;0;0;99999999;99999999;0;17
1020040;01000;SP;R;;;LOUSADA;SE;;0;0;99999999;99999999;0;17
1020050;01000;SP;R;;;ALEXANDRIA;SE;;0;0;99999999;99999999;0;17
1020900;01000;SP;R;;;TABATINGUERA;SE;;93;93;93;93;6;34
1020901;01000;SP;R;;;TABATINGUERA;SE;;140;140;140;140;6;34
1020902;01000;SP;R;;;TABATINGUERA;SE;;167;167;167;167;6;34
1020903;01000;SP;R;;;TABATINGUERA;SE;;294;294;294;294;6;34
1020904;01000;SP;R;;;TABATINGUERA;SE;;340;340;340;340;6;34
1021000;01000;SP;R;;;25 DE MARCO;CENTRO;;0;0;550;549;0;34
1021100;01000;SP;R;;;25 DE MARCO;CENTRO;;552;0;99999999;0;0;2
1021200;01000;SP;R;;;25 DE MARCO;CENTRO;;0;551;0;99999999;0;32
1021900;01000;SP;R;;;25 DE MARCO;CENTRO;;641;641;641;641;6;34
1021901;01000;SP;R;;;25 DE MARCO;CENTRO;;904;904;904;904;6;34
1021902;01000;SP;R;;;25 DE MARCO;CENTRO;;990;990;990;990;6;34
1021903;01000;SP;R;;;25 DE MARCO;CENTRO;;1003;1003;1003;1003;6;34
1022000;01000;SP;LADEIRA;;;PORTO GERAL;CENTRO;;0;0;99999999;99999999;0;17
1022010;01000;SP;R;;;VARNHAGEN;CENTRO;;0;0;99999999;99999999;0;17
1022020;01000;SP;R;CAVALHEIRO;;BASILIO JAFET;CENTRO;;0;0;99999999;99999999;0;17
1022030;01000;SP;R;;;JORGE AZEM;CENTRO;;0;0;99999999;99999999;0;17
1022040;01000;SP;PC;;;RAGUEB CHOHFI;CENTRO;;0;0;99999999;99999999;0;17
1022050;01000;SP;PARQUE;DOM;;PEDRO II;CENTRO;;0;0;500;0;0;2
1022060;01000;SP;R;DR;;ITAPURA DE MIRANDA;CENTRO;;0;0;99999999;99999999;0;17
1022070;01000;SP;R;COM;;ASSAD ABDALLA;CENTRO;;0;0;99999999;99999999;0;17
1023000;01000;SP;R;BARAO;;DE DUPRAT;CENTRO;;0;0;99999999;0;0;15
1023001;01000;SP;R;BARAO;;DE DUPRAT;CENTRO;;0;0;0;99999999;0;240
1023010;01000;SP;R;;;MIGUEL CARLOS;CENTRO;;0;0;99999999;99999999;0;17
1023020;01000;SP;R;;;ILHA DAS FLORES;CENTRO;;0;0;99999999;99999999;0;17
1023030;01000;SP;R;;;SEROP KHERLAKIAN;CENTRO;;0;0;99999999;99999999;0;17
1023040;01000;SP;R;COM;;AFONSO KHERLAKIAN;CENTRO;;0;0;99999999;99999999;0;17
1023050;01000;SP;R;COM;;ABDO SCHAHIN;CENTRO;;0;0;99999999;99999999;0;17
1023060;01000;SP;R;;;LUCRECIA LEME;CENTRO;;0;0;99999999;99999999;0;17
1023070;01000;SP;R;;;VIRGILINA SALES;CENTRO;;0;0;99999999;99999999;0;17
1023900;01000;SP;R;;;MIGUEL CARLOS;CENTRO;;41;41;41;41;6;34
1023902;01000;SP;R;BARAO;;DE DUPRAT;CENTRO;;449;449;449;449;6;34
1023903;01000;SP;R;COM;;AFONSO KHERLAKIAN;CENTRO;;79;79;79;79;6;34
1023904;01000;SP;R;COM;;ABDO SCHAHIN;CENTRO;;13;13;13;13;6;34
1023905;01000;SP;R;COM;;ABDO SCHAHIN;CENTRO;;62;62;62;62;6;34
1023906;01000;SP;R;COM;;ABDO SCHAHIN;CENTRO;;110;110;110;110;6;34
1024000;01000;SP;R;;DA;CANTAREIRA;CENTRO;;0;0;800;0;0;2
1024100;01000;SP;R;;DA;CANTAREIRA;CENTRO;;0;0;0;801;0;32
1024900;01000;SP;R;;DA;CANTAREIRA;CENTRO;;306;306;306;306;6;34
1025000;01000;SP;R;;;CARLOS DE SOUSA NAZARE;CENTRO;;0;0;99999999;0;0;15
1025001;01000;SP;R;;;CARLOS DE SOUSA NAZARE;CENTRO;;0;0;0;99999999;0;240
1025010;01000;SP;R;;;AUGUSTO SEVERO;CENTRO;;0;0;99999999;99999999;0;17
1025020;01000;SP;AV;;DO;ESTADO;CENTRO;LIBERDADE;2602;0;4400;0;0;2
1025900;01000;SP;R;;;CARLOS DE SOUSA NAZARE;CENTRO;;184;184;184;184;6;34
1026000;01000;SP;AV;SEN;;QUEIROS;CENTRO;;0;0;99999999;0;0;15
1026001;01000;SP;AV;SEN;;QUEIROS;CENTRO;;0;0;0;99999999;0;240
1026010;01000;SP;AV;;;MERCURIO;CENTRO;;452;451;99999999;99999999;0;34
1026900;01000;SP;AV;SEN;;QUEIROS;CENTRO;;96;96;96;96;6;34
1026901;01000;SP;AV;SEN;;QUEIROS;CENTRO;;279;279;279;279;6;34
1026902;01000;SP;AV;SEN;;QUEIROS;CENTRO;;312;312;312;312;6;34
1026903;01000;SP;AV;SEN;;QUEIROS;CENTRO;;605;605;605;605;6;34
1026904;01000;SP;AV;SEN;;QUEIROS;CENTRO;;667;667;667;667;6;34
1027000;01000;SP;R;;;PAULA SOUSA;CENTRO;;0;0;99999999;0;0;15
1027001;01000;SP;R;;;PAULA SOUSA;CENTRO;;0;0;0;99999999;0;240
1027010;01000;SP;R;;;PLINIO RAMOS;CENTRO;;0;0;99999999;99999999;0;17
1027020;01000;SP;R;;;ANTONIO PAIS;CENTRO;;0;0;99999999;99999999;0;17
1027030;01000;SP;VILA;SANTA;;CLARA;CENTRO;;0;0;99999999;99999999;0;17
1027040;01000;SP;VILA;;;BUENO;CENTRO;;0;0;99999999;99999999;0;17
1027050;01000;SP;VILA;SANTA;;MARIA;CENTRO;;0;0;99999999;99999999;0;17
1027900;01000;SP;R;;;PLINIO RAMOS;CENTRO;;50;50;50;50;6;34
1028000;01000;SP;R;;;MAUA;CENTRO;;0;0;99999999;99999999;0;17
1028010;01000;SP;VE;;DOS;INGLESES;CENTRO;;0;0;99999999;99999999;0;17
1028020;01000;SP;VILA;;;AGUIAR ANDRADE;CENTRO;;0;0;99999999;99999999;0;17
1028030;01000;SP;JARDIM;;;ITU;CENTRO;;0;0;99999999;99999999;0;17
1028900;01000;SP;R;;;MAUA;CENTRO;;51;51;51;51;6;34
1029000;01000;SP;R;;;FLORENCIO DE ABREU;CENTRO;;0;0;0;399;0;32
1029001;01000;SP;R;;;FLORENCIO DE ABREU;CENTRO;;0;401;0;99999999;0;32
1029010;01000;SP;LARGO;SAO;;BENTO;CENTRO;;0;0;99999999;99999999;0;17
1029900;01000;SP;LARGO;SAO;;BENTO;CENTRO;;64;64;64;64;6;34
1029901;01000;SP;R;;;FLORENCIO DE ABREU;CENTRO;;157;157;157;157;6;34
1029902;01000;SP;R;;;FLORENCIO DE ABREU;CENTRO;;623;623;623;623;6;34
1029903;01000;SP;R;;;FLORENCIO DE ABREU;CENTRO;;643;643;643;643;6;34
1030000;01000;SP;R;;;FLORENCIO DE ABREU;CENTRO;;0;0;398;0;0;2
1030001;01000;SP;R;;;FLORENCIO DE ABREU;CENTRO;;400;0;99999999;0;0;2
1030010;01000;SP;LADEIRA;;;CONSTITUICAO;CENTRO;;0;0;99999999;99999999;0;17
1030020;01000;SP;BECO;;DA;FABRICA;CENTRO;;0;0;99999999;99999999;0;17
1030900;01000;SP;R;;;FLORENCIO DE ABREU;CENTRO;;36;36;36;36;6;34
1030901;01000;SP;R;;;FLORENCIO DE ABREU;CENTRO;;48;48;48;48;6;34
1030902;01000;SP;R;;;FLORENCIO DE ABREU;CENTRO;;352;352;352;352;6;34
1031000;01000;SP;AV;;;PRESTES MAIA;CENTRO;;0;0;99999999;0;0;15
1031001;01000;SP;AV;;;PRESTES MAIA;CENTRO;;0;0;0;99999999;0;240
1031005;01000;SP;PASS SUBTERRANE;;;TOM JOBIM;CENTRO;;0;0;99999999;99999999;0;17
1031010;01000;SP;R;DOM;;FRANCISCO DE SOUSA;CENTRO;;0;0;99999999;99999999;0;17
1031020;01000;SP;R;DR;;LUIZ SILVEIRA;CENTRO;;0;0;99999999;99999999;0;17
1031030;01000;SP;PC;;DO;CORREIO;CENTRO;;0;0;99999999;99999999;0;17
1031900;01000;SP;PARQUE;;;ANHANGABAU;CENTRO;;98;98;98;98;6;34
1031901;01000;SP;AV;;;PRESTES MAIA;CENTRO;;220;220;220;220;6;34
1031902;01000;SP;AV;;;PRESTES MAIA;CENTRO;;241;241;241;241;6;34
1031903;01000;SP;AV;;;PRESTES MAIA;CENTRO;;321;321;321;321;6;34
1031904;01000;SP;AV;;;PRESTES MAIA;CENTRO;;676;676;676;676;6;34
1031905;01000;SP;AV;;;PRESTES MAIA;CENTRO;;733;733;733;733;6;34
1031906;01000;SP;AV;;;PRESTES MAIA;CENTRO;;733;733;733;733;6;34
1032000;01000;SP;R;BRIGADEIRO;;TOBIAS;CENTRO;;0;0;450;449;0;34
1032001;01000;SP;R;BRIGADEIRO;;TOBIAS;CENTRO;;452;451;99999999;99999999;0;34
1032010;01000;SP;R;;;RISKALLAH JORGE;CENTRO;;0;0;99999999;99999999;0;17
1032020;01000;SP;R;CAP;;MOR JERONIMO LEITAO;CENTRO;;0;0;99999999;99999999;0;17
1032030;01000;SP;PC;;;PEDRO LESSA;CENTRO;;0;0;99999999;99999999;0;17
1032901;01000;SP;R;BRIGADEIRO;;TOBIAS;CENTRO;;356;356;356;356;6;34
1032902;01000;SP;R;BRIGADEIRO;;TOBIAS;CENTRO;;527;527;527;527;6;34
1032903;01000;SP;R;BRIGADEIRO;;TOBIAS;CENTRO;;577;577;577;577;6;34
1032905;01000;SP;R;BRIGADEIRO;;TOBIAS;CENTRO;;110;110;110;110;6;34
1033000;01000;SP;AV;;;CASPER LIBERO;CENTRO;;0;0;99999999;0;0;15
1033001;01000;SP;AV;;;CASPER LIBERO;CENTRO;;0;0;0;99999999;0;240
1033010;01000;SP;R;;;WASHINGTON LUIS;CENTRO;;0;0;99999999;99999999;0;17
1033020;01000;SP;R;;;BENEFICENCIA PORTUGUESA;CENTRO;;0;0;99999999;99999999;0;17
1033030;01000;SP;R;CEL;;BATISTA DA LUZ;CENTRO;;0;0;99999999;99999999;0;17
1033040;01000;SP;PC;;;ALFREDO ISSA;CENTRO;;0;0;99999999;99999999;0;17
1033050;01000;SP;VD;SANTA;;IFIGENIA;CENTRO;;0;0;99999999;99999999;0;17
1033900;01000;SP;AV;;;CASPER LIBERO;CENTRO;;58;58;58;58;6;34
